text,sentiment
"Just got home from morongo.. Havin a corona  Won 100 bucks woo! Lol I wish it woulda been 100,000 instead :-/",neutral
 It`s http://chelseavantol.etsy.com xo,neutral
Thinking about all of the cleaning and organizing that needs to be done over the weekend!,neutral
"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",positive
"morning world, is raining 2day so revision don`t seem so tough,",positive
I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,positive
my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,negative
 Yes I think it`s safe to say she is at the same popularity level today as always.,positive
is drinking. Yay!,positive
Just went with Kerri to her locker for the last time.,neutral
"Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa",neutral
just joined Twitter...     Hiya world!,neutral
 We keep very different hours.,neutral
rushing to sitter to pick up my 103F-fevered preschooler,neutral
 OMG!!! That`s a nightmare,negative
" Where`s yummiest Pan Mee? For me it`s behind Dance Center, Ipoh Garden South. and i miss it",negative
 The stuff I got was precariously close to ricotta cheese. It didn`t help.,neutral
using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,neutral
"_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov",neutral
" he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",positive
 awwww this made me realize I have to take down my bulletin board too!  There`s so many memories up there.,positive
My saying now  http://bctiny.com/po4me,neutral
i`m celebrating my mother!!  and also celebrating my legacy as a woman of God.,positive
Gonna run to the gym to get my workout in before my really f`kin big pile of mulch arrives at around 8 or 9am! I`m excited about my mulch,positive
 ha... I thought you would enjoy the Family Guy reference... and I`m more bored than you,negative
 My cats enjoy the sunbeams from the open windows.  I think that counts.,positive
is watching the jonas brothers special on sky movies,neutral
Is getting the hang of Twitter.,neutral
im seeing the hannah montana movie again today,neutral
 i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!,positive
"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",negative
_Heidi_V  Thank you pretty lady.,positive
I`m Kinda sleepy.. I Was up too late texting a nice boy making date plans for next weekend..,positive
When are  gonna release another album already?!? I miss them,negative
feeling like I`m gonna fall asleep any time now but I can`t.,negative
I`ll have to take a picture of the moon tomorrow night  not gonna happen today :/,neutral
 Thanks! I was gonna make a joke and say they look just like mine!,positive
Had a great weekend with John-back to work for 3 days then going to Illinois on Thurs & Fri for more Gigs with John,positive
"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",neutral
comes home in two days,neutral
 Go the bubble bath!!!  Always relaxing.......,positive
_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet,negative
_tastic Awww that is sweet,positive
wants to go swimming,neutral
"was doing a hard copy doc review,while writing comments realized `ve forgotten writing i.e. on paper,can hardly recognize or read it back",negative
 byeeeee,neutral
 shweeeeet!,positive
_I Yeah poor Yao! Hope u had fun looking at the Lakers JerseyZ haha! Enjoy ur time buddy !,positive
i really needa find more stastics,neutral
_ricardo road movies indies rule  haha,neutral
"its a beautiful,albeit, windy at times, night in So No....",positive
Yum! Whole box of cookies for me,positive
" I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though",neutral
Is wondering if my ankle will ever stop hurting,negative
hey twitter! i`m back online!,neutral
I don`t feel good,negative
"Up early so washed and waxed the car. I`m sure the neighbours think I`m mad, I wash it nearly every week.",neutral
"Home from Jack`s now, can`t say I`m too happy about that either",negative
 what a riot..now you can tell you`re friends you`ve got chlamydia..but you`re hoping to get pox-syphilis soon,negative
if officially done with high school....  so sad... i miss them already! movie later???,negative
" I will take pics soon :] Also, I would hang out with you everyday if we lived near each other",neutral
i think the vog is making me sicker than i think. feeling slightly achy,negative
_ray Bright Eyes=Contentment,positive
 Yeah,neutral
 boston needs one too,neutral
@_kotenok !!  ... maybe they took one look at you and said 'That`s our girl!',neutral
" I think they`re really good, so that probably damns them to obscurity.",positive
WORS bike race at camp this weekend=a total of 1500 people. Going anywhere Sunday is not an option as they race right past the house  #fb,neutral
i was kinda hoping this time it was going to be differnt... its not it just sucks !!!!!!!!!,negative
is very cold,neutral
http://twitpic.com/67f8q - This is making me sad,negative
my day is starting at 2:38pm. woops  work in less than 3 hours...,negative
asks: did anyone possibly get a photo of me receiving my diploma? Dad`s camera died right at that moment.,negative
 congrats hey,positive
Time to rinse out my conditoner,neutral
" i was watching Harpers Island, lol... there was no vodka involved",neutral
"I mean, I`m just figuring out how to work it all",neutral
 you do realize tom fletcher from mcfly JUST posted basically the same thing!! TWINS!,neutral
"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",neutral
" Hey JK...Wish Evenlyn a Happy Mothers Day tomora for me..I had a Great Day, my gift will be tickets to see ya`s ere in Oz",positive
LUCY IS HATING ON MY GWEG!,negative
 Right here! Army Wife in Germany! I can`t STAND that I cannot be there this summer!,negative
 its the wine!!,neutral
 It was pretty cool. The kids *and* the adults had fun.,positive
" It`s sunny and hot in London today, while I sit in office cranking spreadsheets",negative
 http://twitpic.com/5h3ad - And Brazil??? WE LOVE YOU TOO!!,positive
 I`m watching some of your videos in YouTube. You`re funny David.  Oh and TALENTED of course!,positive
 i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,neutral
says just passed by to say hi  busy with movie task from school =. = http://plurk.com/p/rozcz,neutral
 Hott as Africa lol yeah its hot here too and its a big storm here,neutral
 oh suuuuuuuure...rub it in why don`t ya!!!!!!!!! LOL Enjoy!,positive
Omg they know so many words now where did the time go  here`s some of there words money ball keys.,neutral
happy mothers day to all   im off to spend the day with my family,positive
I got the ticket dismissed,positive
omg himym! one of the best shows on earth,positive
 oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD,positive
  I doubt it! Boo! You always leave me behind on your awesome roadtrips!,negative
" i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",negative
"Omg I want TF2, everybody on my Steam Friends list is playing it",negative
but now my feet really hurt...,negative
A- on my french paper.,neutral
 I`m not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,neutral
Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.,neutral
nice weather..looks like its going to rain here in # Delhi.,positive
Nearly grand prix time,neutral
My graduation day... And i feel like a failure...,neutral
 her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,positive
"Husband Went off to bed, now off to missing him again until he is off again Tuesday",negative
_78 I`m sowwy u have to work w/an idiot. I will call u if u want. Just to break up ur day.,negative
sickkkkk.  GET ME OUT OF THIS HOUSE! need to get active. whats going down? Celina havin a party? hit me uhpp!,negative
SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9`s with K kick. He shows A9.,neutral
HAPPY MOTHERS DAY TO ALL THE MOMMIES,positive
is sad that she is not seeing Basshunter at Metroplex this weekend,negative
" lol, good luck with that ;) love your vid for YBWM",positive
 hope ya sleepin well  guys still here,positive
Ow. Sunburn hurts!,negative
has plopped TWICE! TWICE!  http://plurk.com/p/svs0y,negative
" How BOut What Your Doing Now, or what you gonna do today  lol",neutral
Thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls,negative
" on iPhone? Soon they`re adding auto-fill on logins, so you won`t have to type it all out everytime.",neutral
 You`re watching Firepro0f?,neutral
 Thanks! I`m going to the Laker game tonight. Sec 108. I LOVE LA!,positive
 I know!!  effing embarrassing! Eff our lives,negative
It smells like the beach from my job..,neutral
" haha i`ll keep that in mind  so far, i reckon i have enough money to stop my hair greying when i retire ;D",neutral
*[ It`s time for TSCC!  ],neutral
 why??,neutral
thanks everyone for praying for President Aquino.  http://plurk.com/p/rreml,positive
being at work while sick blows! kill me. i feel like ****,negative
 Thanks!,positive
 I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral
